experiment,config,weights,top_k_dense,top_k_bm25,question_id,category,question_type,expected_source_ids,retrieved_ids,recall@1,recall@3,recall@5,context_precision@5,mrr,ndcg@5
parameter_sensitivity,bm25_heavy,"{""dense"": 0.4, ""bm25"": 0.6}",20,20,bdreg_q19_out_of_context_passport,out_of_context,out_of_context,,"birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_01,birth_and_death_registration_fees_cleaned_fee_row_02,birth_and_death_registration_fees_cleaned_fee_row_06,birth_and_death_registration_fees_cleaned_fee_row_05",0.0,0.0,0.0,0.0,0.0,0.0
parameter_sensitivity,bm25_heavy,"{""dense"": 0.4, ""bm25"": 0.6}",20,20,bdreg_q20_out_of_context_driving_license,out_of_context,out_of_context,,"know_this_01_cleaned_002_01,bdris_faq_01_q03,birth_and_death_registration_rules_2018_বিধি_২২_01,bdris_faq_01_q13,birth_and_death_registration_act_2004_ধারা_১৮_01",0.0,0.0,0.0,0.0,0.0,0.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q01_application_docs_progress,multi_intent,scenario,"birth_registration_application_process_cleaned_002_01,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_020_01","birth_registration_application_process_cleaned_002_01,birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_018_01,bdris_faq_01_q09,birth_registration_application_process_02_cleaned_013_01",1.0,1.0,1.0,0.2,1.0,0.3903800499921017
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q02_lost_certificate,lost_certificate,paraphrase,birth_and_death_registration_rules_2018_বিধি_১৩_01,"birth_and_death_registration_rules_2018_বিধি_১৩_01,birth_registration_application_process_cleaned_020_01,home_registrar_generals_office_birth_and_death_registration_009_01,home_registrar_generals_office_birth_and_death_registration_010_01,know_this_01_cleaned_007_01",1.0,1.0,1.0,0.2,1.0,1.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q03_divorce_single_parent,special_case,scenario,"bdris_faq_01_q10,bdris_faq_02_q08","bdris_faq_01_q10,bdris_faq_02_q08,bdris_faq_02_q06,bdris_faq_01_q01,bdris_faq_02_q07",1.0,1.0,1.0,0.4,1.0,1.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q04_online_not_found,online_visibility,noisy_query,"bdris_faq_01_q02,bdris_faq_02_q03,know_this_01_cleaned_008_01","bdris_faq_01_q02,know_this_01_cleaned_008_01,birth_and_death_registration_guidelines_2021_ocr_002_01,bdris_faq_01_q15,bdris_faq_02_q03",1.0,1.0,1.0,0.6,1.0,0.9469024295259745
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q05_application_upload_manual_online,multi_intent,long_scenario,"bdris_faq_01_q02,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_020_01","birth_registration_application_process_cleaned_010_01,birth_registration_application_process_02_cleaned_007_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_015_01,birth_registration_application_process_02_cleaned_013_01",0.0,1.0,1.0,0.2,0.3333333333333333,0.19519002499605084
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q06_overseas_registration,overseas,scenario,"bdris_faq_01_q12,birth_and_death_registration_rules_2018_বিধি_১০_01,birth_registration_application_process_cleaned_009_01","birth_registration_application_process_cleaned_008_01,birth_registration_application_process_cleaned_009_01,birth_registration_application_process_cleaned_015_01,birth_registration_application_process_cleaned_012_01,bdris_faq_01_q02",0.0,1.0,1.0,0.2,0.5,0.2960819109658652
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q07_parent_name_correction,correction,long_scenario,"application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_004_01,birth_and_death_registration_fees_cleaned_fee_row_05","application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_006_01,application_for_birth_information_correction_cleaned_008_01,application_for_birth_information_correction_cleaned_004_01",1.0,1.0,1.0,0.6,1.0,0.787702056960637
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q08_birth_deadline,deadline,factual,"birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_২০_01","bdris_faq_01_q01,birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_৮_01,birth_and_death_registration_rules_2018_বিধি_২০_01,birth_and_death_registration_act_2004_ধারা_১০_01",0.0,1.0,1.0,0.4,0.5,0.6509209298071326
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q09_orphan_fee_waiver,fees,condition_based,birth_and_death_registration_rules_2018_বিধি_২১_02,"birth_and_death_registration_rules_2018_বিধি_২১_02,birth_and_death_registration_rules_2018_বিধি_২১_01,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_06,birth_and_death_registration_fees_cleaned_fee_row_05",1.0,1.0,1.0,0.2,1.0,1.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q10_birth_date_correction,correction,condition_based,"birth_and_death_registration_fees_cleaned_fee_row_04,notice_birth_and_death_registration_certificate_correction_steps_ocr_006_01","birth_and_death_registration_fees_cleaned_fee_row_04,birth_and_death_registration_fees_cleaned_fee_row_05,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_06,application_for_birth_information_correction_cleaned_006_01",1.0,1.0,1.0,0.2,1.0,0.6131471927654584
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q11_required_documents,documents,paraphrase,"birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_016_01","birth_and_death_registration_rules_2018_বিধি_৯_02,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_002_01,bdris_faq_02_q03",0.0,1.0,1.0,0.4,0.5,0.6934264036172708
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q12_application_id,application_process,factual,"birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_cleaned_019_01","birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_002_01,birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_02_cleaned_005_01,birth_registration_application_process_02_cleaned_012_01",1.0,1.0,1.0,0.4,1.0,0.9197207891481876
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q13_manual_to_online,manual_to_online,scenario,bdris_faq_01_q02,"bdris_faq_01_q02,bdris_faq_02_q03,bdris_faq_01_q15,know_this_01_cleaned_008_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_006_01",1.0,1.0,1.0,0.2,1.0,1.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q14_duplicate_registration,duplicate,scenario,"bdris_faq_01_q14,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01","notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_002_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_007_01,bdris_faq_01_q15",1.0,1.0,1.0,0.4,1.0,0.7653606369886217
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q15_bangla_to_english_certificate,bilingual_registration,paraphrase,"bdris_faq_01_q04,bdris_faq_02_q02","bdris_faq_02_q02,bdris_faq_01_q04,bdris_faq_01_q08,application_for_birth_information_correction_cleaned_003_01,birth_registration_application_process_cleaned_012_01",1.0,1.0,1.0,0.4,1.0,1.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q16_married_woman_registration,special_case,scenario,"bdris_faq_01_q07,bdris_faq_02_q06","bdris_faq_02_q06,bdris_faq_01_q07,bdris_faq_02_q07,bdris_faq_01_q09,know_this_01_cleaned_007_01",1.0,1.0,1.0,0.4,1.0,1.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q17_mobile_number_policy,mobile_number,condition_based,"bdris_faq_01_q09,bdris_faq_02_q07","bdris_faq_01_q09,bdris_faq_02_q07,bdris_faq_01_q06,bdris_faq_01_q16,bdris_faq_01_q02",1.0,1.0,1.0,0.4,1.0,1.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q18_death_registration_process,death_registration,factual,"birth_and_death_registration_rules_2018_বিধি_১১_01,know_this_01_cleaned_004_01","bdris_faq_02_q10,know_this_01_cleaned_002_01,bdris_faq_02_q01,bdris_faq_01_q01,bdris_faq_02_q03",0.0,0.0,0.0,0.0,0.0,0.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q19_out_of_context_passport,out_of_context,out_of_context,,"birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_01,birth_and_death_registration_fees_cleaned_fee_row_02,birth_and_death_registration_fees_cleaned_fee_row_06,birth_and_death_registration_fees_cleaned_fee_row_07",0.0,0.0,0.0,0.0,0.0,0.0
parameter_sensitivity,small_topk,"{""dense"": 0.55, ""bm25"": 0.45}",10,10,bdreg_q20_out_of_context_driving_license,out_of_context,out_of_context,,"birth_and_death_registration_fees_cleaned_fee_row_06,know_this_01_cleaned_002_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,birth_registration_application_process_cleaned_017_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_002_01",0.0,0.0,0.0,0.0,0.0,0.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q01_application_docs_progress,multi_intent,scenario,"birth_registration_application_process_cleaned_002_01,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_020_01","birth_registration_application_process_cleaned_002_01,birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_006_01",1.0,1.0,1.0,0.4,1.0,0.5585075862632192
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q02_lost_certificate,lost_certificate,paraphrase,birth_and_death_registration_rules_2018_বিধি_১৩_01,"birth_and_death_registration_rules_2018_বিধি_১৩_01,birth_registration_application_process_cleaned_009_01,birth_registration_application_process_cleaned_020_01,home_registrar_generals_office_birth_and_death_registration_009_01,birth_and_death_registration_act_2004_ধারা_১৫ক_01",1.0,1.0,1.0,0.2,1.0,1.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q03_divorce_single_parent,special_case,scenario,"bdris_faq_01_q10,bdris_faq_02_q08","bdris_faq_01_q10,bdris_faq_02_q08,bdris_faq_01_q01,bdris_faq_02_q06,bdris_faq_01_q07",1.0,1.0,1.0,0.4,1.0,1.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q04_online_not_found,online_visibility,noisy_query,"bdris_faq_01_q02,bdris_faq_02_q03,know_this_01_cleaned_008_01","bdris_faq_01_q02,bdris_faq_02_q03,know_this_01_cleaned_008_01,birth_and_death_registration_act_2004_ধারা_১৩_01,birth_registration_application_process_cleaned_010_01",1.0,1.0,1.0,0.6,1.0,1.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q05_application_upload_manual_online,multi_intent,long_scenario,"bdris_faq_01_q02,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_020_01","birth_registration_application_process_cleaned_008_01,birth_registration_application_process_02_cleaned_003_01,birth_registration_application_process_cleaned_010_01,birth_registration_application_process_02_cleaned_007_01,birth_registration_application_process_02_cleaned_013_01",0.0,0.0,0.0,0.0,0.0,0.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q06_overseas_registration,overseas,scenario,"bdris_faq_01_q12,birth_and_death_registration_rules_2018_বিধি_১০_01,birth_registration_application_process_cleaned_009_01","birth_registration_application_process_cleaned_008_01,birth_registration_application_process_cleaned_009_01,birth_registration_application_process_cleaned_012_01,birth_registration_application_process_cleaned_013_01,bdris_faq_01_q02",0.0,1.0,1.0,0.2,0.5,0.2960819109658652
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q07_parent_name_correction,correction,long_scenario,"application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_004_01,birth_and_death_registration_fees_cleaned_fee_row_05","application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_006_01,application_for_birth_information_correction_cleaned_008_01,application_for_birth_information_correction_cleaned_004_01",1.0,1.0,1.0,0.6,1.0,0.787702056960637
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q08_birth_deadline,deadline,factual,"birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_২০_01","bdris_faq_01_q01,birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_৮_01,birth_and_death_registration_rules_2018_বিধি_২০_01,birth_and_death_registration_guidelines_2021_ocr_006_02",0.0,1.0,1.0,0.4,0.5,0.6509209298071326
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q09_orphan_fee_waiver,fees,condition_based,birth_and_death_registration_rules_2018_বিধি_২১_02,"birth_and_death_registration_rules_2018_বিধি_২১_02,birth_and_death_registration_rules_2018_বিধি_২১_01,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_01,birth_and_death_registration_fees_cleaned_fee_row_06",1.0,1.0,1.0,0.2,1.0,1.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q10_birth_date_correction,correction,condition_based,"birth_and_death_registration_fees_cleaned_fee_row_04,notice_birth_and_death_registration_certificate_correction_steps_ocr_006_01","birth_and_death_registration_fees_cleaned_fee_row_04,birth_and_death_registration_fees_cleaned_fee_row_05,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_06,application_for_birth_information_correction_cleaned_006_01",1.0,1.0,1.0,0.2,1.0,0.6131471927654584
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q11_required_documents,documents,paraphrase,"birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_016_01","birth_and_death_registration_rules_2018_বিধি_৯_02,birth_and_death_registration_rules_2018_বিধি_৯_03,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_002_01",0.0,1.0,1.0,0.4,0.3333333333333333,0.5706417189553201
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q12_application_id,application_process,factual,"birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_cleaned_019_01","birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_002_01,birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_02_cleaned_005_01,birth_registration_application_process_cleaned_009_01",1.0,1.0,1.0,0.4,1.0,0.9197207891481876
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q13_manual_to_online,manual_to_online,scenario,bdris_faq_01_q02,"bdris_faq_01_q02,bdris_faq_02_q03,bdris_faq_01_q15,know_this_01_cleaned_008_01,bdris_faq_01_q06",1.0,1.0,1.0,0.2,1.0,1.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q14_duplicate_registration,duplicate,scenario,"bdris_faq_01_q14,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01","notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_002_01,bdris_faq_01_q15,know_this_01_cleaned_007_01",1.0,1.0,1.0,0.4,1.0,0.7653606369886217
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q15_bangla_to_english_certificate,bilingual_registration,paraphrase,"bdris_faq_01_q04,bdris_faq_02_q02","bdris_faq_02_q02,bdris_faq_01_q04,birth_registration_application_process_cleaned_012_01,bdris_faq_01_q08,birth_registration_application_process_cleaned_013_01",1.0,1.0,1.0,0.4,1.0,1.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q16_married_woman_registration,special_case,scenario,"bdris_faq_01_q07,bdris_faq_02_q06","bdris_faq_02_q06,bdris_faq_01_q07,bdris_faq_02_q07,bdris_faq_01_q09,bdris_faq_01_q10",1.0,1.0,1.0,0.4,1.0,1.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q17_mobile_number_policy,mobile_number,condition_based,"bdris_faq_01_q09,bdris_faq_02_q07","bdris_faq_01_q09,bdris_faq_02_q07,bdris_faq_01_q06,bdris_faq_01_q16,bdris_faq_01_q02",1.0,1.0,1.0,0.4,1.0,1.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q18_death_registration_process,death_registration,factual,"birth_and_death_registration_rules_2018_বিধি_১১_01,know_this_01_cleaned_004_01","bdris_faq_01_q01,know_this_01_cleaned_002_01,birth_and_death_registration_rules_2018_বিধি_৩_01,birth_and_death_registration_rules_2018_বিধি_৩_02,birth_and_death_registration_rules_2018_বিধি_৪_01",0.0,0.0,0.0,0.0,0.0,0.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q19_out_of_context_passport,out_of_context,out_of_context,,"birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_01,birth_and_death_registration_fees_cleaned_fee_row_02,birth_and_death_registration_fees_cleaned_fee_row_06,birth_and_death_registration_fees_cleaned_fee_row_07",0.0,0.0,0.0,0.0,0.0,0.0
parameter_sensitivity,large_topk,"{""dense"": 0.55, ""bm25"": 0.45}",30,30,bdreg_q20_out_of_context_driving_license,out_of_context,out_of_context,,"birth_and_death_registration_fees_cleaned_fee_row_06,birth_registration_application_process_cleaned_017_01,birth_registration_application_process_cleaned_015_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01",0.0,0.0,0.0,0.0,0.0,0.0
