experiment,variant,question_id,category,question_type,question,expected_source_ids,retrieved_ids,recall@1,recall@3,recall@5,context_precision@5,mrr,ndcg@5,out_of_context_no_hit
retrieval_variant,hybrid_rrf,bdreg_q12_application_id,application_process,factual,জন্ম নিবন্ধন আবেদন সাবমিট করার পর আবেদন নম্বর কোথায় পাব?,"birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_cleaned_019_01","birth_registration_application_process_cleaned_019_01,application_for_birth_information_correction_cleaned_005_01,application_for_birth_information_correction_cleaned_004_01,birth_registration_application_process_cleaned_002_01,birth_registration_application_process_02_cleaned_013_01",1.0,1.0,1.0,0.4,1.0,0.8503449055347546,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q12_application_id,application_process,factual,জন্ম নিবন্ধন আবেদন সাবমিট করার পর আবেদন নম্বর কোথায় পাব?,"birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_cleaned_019_01","birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_002_01,birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_02_cleaned_005_01,birth_registration_application_process_cleaned_009_01",1.0,1.0,1.0,0.4,1.0,0.9197207891481876,0.0
retrieval_variant,dense_only,bdreg_q13_manual_to_online,manual_to_online,scenario,"আমার হাতে লেখা পুরোনো জন্ম নিবন্ধন আছে, কিন্তু অনলাইনে নেই। একই নম্বর দিয়ে অনলাইনে তোলা যাবে?",bdris_faq_01_q02,"bdris_faq_01_q02,bdris_faq_01_q15,birth_and_death_registration_rules_2018_বিধি_২০_01,bdris_faq_02_q03,application_for_birth_information_correction_cleaned_005_01",1.0,1.0,1.0,0.2,1.0,1.0,0.0
retrieval_variant,bm25_only,bdreg_q13_manual_to_online,manual_to_online,scenario,"আমার হাতে লেখা পুরোনো জন্ম নিবন্ধন আছে, কিন্তু অনলাইনে নেই। একই নম্বর দিয়ে অনলাইনে তোলা যাবে?",bdris_faq_01_q02,"bdris_faq_01_q02,bdris_faq_02_q03,bdris_faq_01_q15,notice_birth_and_death_registration_certificate_correction_steps_ocr_006_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_005_01",1.0,1.0,1.0,0.2,1.0,1.0,0.0
retrieval_variant,hybrid_rrf,bdreg_q13_manual_to_online,manual_to_online,scenario,"আমার হাতে লেখা পুরোনো জন্ম নিবন্ধন আছে, কিন্তু অনলাইনে নেই। একই নম্বর দিয়ে অনলাইনে তোলা যাবে?",bdris_faq_01_q02,"bdris_faq_01_q02,bdris_faq_01_q15,bdris_faq_02_q03,know_this_01_cleaned_008_01,birth_and_death_registration_rules_2018_বিধি_২০_01",1.0,1.0,1.0,0.2,1.0,1.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q13_manual_to_online,manual_to_online,scenario,"আমার হাতে লেখা পুরোনো জন্ম নিবন্ধন আছে, কিন্তু অনলাইনে নেই। একই নম্বর দিয়ে অনলাইনে তোলা যাবে?",bdris_faq_01_q02,"bdris_faq_01_q02,bdris_faq_02_q03,bdris_faq_01_q15,know_this_01_cleaned_008_01,bdris_faq_01_q06",1.0,1.0,1.0,0.2,1.0,1.0,0.0
retrieval_variant,dense_only,bdreg_q14_duplicate_registration,duplicate,scenario,একই ব্যক্তির একাধিক জন্ম সনদ থাকলে কোনটা বাতিল করতে হবে?,"bdris_faq_01_q14,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01","notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,birth_and_death_registration_act_2004_ধারা_১৫ক_01,know_this_01_cleaned_007_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01,birth_and_death_registration_rules_2018_বিধি_১৫_01",1.0,1.0,1.0,0.4,1.0,0.6713860725233041,0.0
retrieval_variant,bm25_only,bdreg_q14_duplicate_registration,duplicate,scenario,একই ব্যক্তির একাধিক জন্ম সনদ থাকলে কোনটা বাতিল করতে হবে?,"bdris_faq_01_q14,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01","bdris_faq_01_q15,know_this_01_cleaned_007_01,birth_and_death_registration_act_2004_ধারা_৪_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,bdris_faq_01_q02",0.0,0.0,1.0,0.2,0.25,0.20210734650054757,0.0
retrieval_variant,hybrid_rrf,bdreg_q14_duplicate_registration,duplicate,scenario,একই ব্যক্তির একাধিক জন্ম সনদ থাকলে কোনটা বাতিল করতে হবে?,"bdris_faq_01_q14,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01","notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,know_this_01_cleaned_007_01,bdris_faq_01_q15,notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01,birth_and_death_registration_act_2004_ধারা_১৫ক_01",1.0,1.0,1.0,0.4,1.0,0.6713860725233041,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q14_duplicate_registration,duplicate,scenario,একই ব্যক্তির একাধিক জন্ম সনদ থাকলে কোনটা বাতিল করতে হবে?,"bdris_faq_01_q14,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01","notice_birth_and_death_registration_certificate_correction_steps_ocr_004_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_002_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_007_01,bdris_faq_01_q15",1.0,1.0,1.0,0.4,1.0,0.7653606369886217,0.0
retrieval_variant,dense_only,bdreg_q15_bangla_to_english_certificate,bilingual_registration,paraphrase,আগের জন্ম নিবন্ধন শুধু বাংলায় আছে। ইংরেজি তথ্য যোগ করতে চাইলে কী হবে?,"bdris_faq_01_q04,bdris_faq_02_q02","bdris_faq_02_q02,bdris_faq_01_q04,bdris_faq_01_q08,birth_registration_application_process_cleaned_013_01,application_for_birth_information_correction_cleaned_005_01",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,bm25_only,bdreg_q15_bangla_to_english_certificate,bilingual_registration,paraphrase,আগের জন্ম নিবন্ধন শুধু বাংলায় আছে। ইংরেজি তথ্য যোগ করতে চাইলে কী হবে?,"bdris_faq_01_q04,bdris_faq_02_q02","bdris_faq_01_q04,bdris_faq_02_q02,birth_registration_application_process_cleaned_012_01,bdris_faq_02_q01,bdris_faq_01_q08",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,hybrid_rrf,bdreg_q15_bangla_to_english_certificate,bilingual_registration,paraphrase,আগের জন্ম নিবন্ধন শুধু বাংলায় আছে। ইংরেজি তথ্য যোগ করতে চাইলে কী হবে?,"bdris_faq_01_q04,bdris_faq_02_q02","bdris_faq_02_q02,bdris_faq_01_q04,bdris_faq_01_q08,birth_registration_application_process_cleaned_012_01,birth_registration_application_process_cleaned_013_01",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q15_bangla_to_english_certificate,bilingual_registration,paraphrase,আগের জন্ম নিবন্ধন শুধু বাংলায় আছে। ইংরেজি তথ্য যোগ করতে চাইলে কী হবে?,"bdris_faq_01_q04,bdris_faq_02_q02","bdris_faq_02_q02,bdris_faq_01_q04,birth_registration_application_process_cleaned_012_01,bdris_faq_01_q08,birth_registration_application_process_cleaned_013_01",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,dense_only,bdreg_q16_married_woman_registration,special_case,scenario,বিবাহিত নারীর জন্ম নিবন্ধন কি স্বামীর ঠিকানায় করা যাবে?,"bdris_faq_01_q07,bdris_faq_02_q06","bdris_faq_02_q06,bdris_faq_01_q07,birth_and_death_registration_rules_2018_বিধি_৯_02,bdris_faq_02_q08,bdris_faq_01_q10",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,bm25_only,bdreg_q16_married_woman_registration,special_case,scenario,বিবাহিত নারীর জন্ম নিবন্ধন কি স্বামীর ঠিকানায় করা যাবে?,"bdris_faq_01_q07,bdris_faq_02_q06","bdris_faq_02_q06,bdris_faq_01_q07,bdris_faq_02_q07,bdris_faq_01_q09,know_this_01_cleaned_007_01",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,hybrid_rrf,bdreg_q16_married_woman_registration,special_case,scenario,বিবাহিত নারীর জন্ম নিবন্ধন কি স্বামীর ঠিকানায় করা যাবে?,"bdris_faq_01_q07,bdris_faq_02_q06","bdris_faq_02_q06,bdris_faq_01_q07,bdris_faq_01_q10,birth_and_death_registration_rules_2018_বিধি_৯_02,bdris_faq_02_q08",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q16_married_woman_registration,special_case,scenario,বিবাহিত নারীর জন্ম নিবন্ধন কি স্বামীর ঠিকানায় করা যাবে?,"bdris_faq_01_q07,bdris_faq_02_q06","bdris_faq_02_q06,bdris_faq_01_q07,bdris_faq_01_q10,bdris_faq_02_q07,bdris_faq_02_q08",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,dense_only,bdreg_q17_mobile_number_policy,mobile_number,condition_based,একই মোবাইল নম্বর দিয়ে পরিবারের কয়েকজনের জন্ম নিবন্ধন করা যাবে?,"bdris_faq_01_q09,bdris_faq_02_q07","bdris_faq_01_q09,bdris_faq_02_q07,bdris_faq_01_q15,bdris_faq_01_q16,know_this_01_cleaned_007_01",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,bm25_only,bdreg_q17_mobile_number_policy,mobile_number,condition_based,একই মোবাইল নম্বর দিয়ে পরিবারের কয়েকজনের জন্ম নিবন্ধন করা যাবে?,"bdris_faq_01_q09,bdris_faq_02_q07","bdris_faq_02_q07,bdris_faq_01_q09,bdris_faq_01_q06,bdris_faq_01_q15,bdris_faq_01_q16",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,hybrid_rrf,bdreg_q17_mobile_number_policy,mobile_number,condition_based,একই মোবাইল নম্বর দিয়ে পরিবারের কয়েকজনের জন্ম নিবন্ধন করা যাবে?,"bdris_faq_01_q09,bdris_faq_02_q07","bdris_faq_01_q09,bdris_faq_02_q07,bdris_faq_01_q15,bdris_faq_01_q16,bdris_faq_01_q06",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q17_mobile_number_policy,mobile_number,condition_based,একই মোবাইল নম্বর দিয়ে পরিবারের কয়েকজনের জন্ম নিবন্ধন করা যাবে?,"bdris_faq_01_q09,bdris_faq_02_q07","bdris_faq_01_q09,bdris_faq_02_q07,bdris_faq_01_q06,bdris_faq_01_q16,bdris_faq_01_q02",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,dense_only,bdreg_q18_death_registration_process,death_registration,factual,মৃত্যু নিবন্ধনের সাধারণ পদ্ধতি কী?,"birth_and_death_registration_rules_2018_বিধি_১১_01,know_this_01_cleaned_004_01","know_this_01_cleaned_004_01,birth_and_death_registration_rules_2018_বিধি_১১_01,know_this_01_cleaned_002_01,birth_and_death_registration_guidelines_2021_ocr_002_02,birth_and_death_registration_act_2004_ধারা_১৪_01",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,bm25_only,bdreg_q18_death_registration_process,death_registration,factual,মৃত্যু নিবন্ধনের সাধারণ পদ্ধতি কী?,"birth_and_death_registration_rules_2018_বিধি_১১_01,know_this_01_cleaned_004_01","bdris_faq_02_q10,bdris_faq_02_q01,bdris_faq_01_q01,know_this_01_cleaned_002_01,bdris_faq_01_q03",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,hybrid_rrf,bdreg_q18_death_registration_process,death_registration,factual,মৃত্যু নিবন্ধনের সাধারণ পদ্ধতি কী?,"birth_and_death_registration_rules_2018_বিধি_১১_01,know_this_01_cleaned_004_01","know_this_01_cleaned_002_01,birth_and_death_registration_rules_2018_বিধি_৩_01,birth_and_death_registration_rules_2018_বিধি_৩_02,birth_and_death_registration_rules_2018_বিধি_৪_01,birth_and_death_registration_guidelines_2021_ocr_005_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q18_death_registration_process,death_registration,factual,মৃত্যু নিবন্ধনের সাধারণ পদ্ধতি কী?,"birth_and_death_registration_rules_2018_বিধি_১১_01,know_this_01_cleaned_004_01","know_this_01_cleaned_002_01,birth_and_death_registration_rules_2018_বিধি_৩_01,birth_and_death_registration_rules_2018_বিধি_৩_02,birth_and_death_registration_rules_2018_বিধি_৪_01,birth_and_death_registration_guidelines_2021_ocr_005_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,dense_only,bdreg_q19_out_of_context_passport,out_of_context,out_of_context,পাসপোর্টের জরুরি ডেলিভারি ফি কত?,,"birth_and_death_registration_fees_cleaned_fee_row_07,birth_and_death_registration_rules_2018_বিধি_২১_01,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_05,bdris_faq_01_q13",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,bm25_only,bdreg_q19_out_of_context_passport,out_of_context,out_of_context,পাসপোর্টের জরুরি ডেলিভারি ফি কত?,,"home_registrar_generals_office_birth_and_death_registration_024_01,birth_and_death_registration_rules_2018_বিধি_১০_01,birth_and_death_registration_fees_cleaned_fee_row_04,birth_and_death_registration_fees_cleaned_fee_row_05,birth_and_death_registration_fees_cleaned_table_full",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,hybrid_rrf,bdreg_q19_out_of_context_passport,out_of_context,out_of_context,পাসপোর্টের জরুরি ডেলিভারি ফি কত?,,"birth_and_death_registration_fees_cleaned_fee_row_07,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_05,birth_and_death_registration_rules_2018_বিধি_১০_01,birth_and_death_registration_rules_2018_বিধি_২১_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q19_out_of_context_passport,out_of_context,out_of_context,পাসপোর্টের জরুরি ডেলিভারি ফি কত?,,"birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_01,birth_and_death_registration_fees_cleaned_fee_row_02,birth_and_death_registration_fees_cleaned_fee_row_06,birth_and_death_registration_fees_cleaned_fee_row_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,dense_only,bdreg_q20_out_of_context_driving_license,out_of_context,out_of_context,ড্রাইভিং লাইসেন্স নবায়ন করতে BRTA-তে কী কী লাগবে?,,"bdris_faq_01_q03,bdris_faq_01_q13,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,birth_and_death_registration_rules_2018_বিধি_১৫_02,birth_and_death_registration_rules_2018_বিধি_২২_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,bm25_only,bdreg_q20_out_of_context_driving_license,out_of_context,out_of_context,ড্রাইভিং লাইসেন্স নবায়ন করতে BRTA-তে কী কী লাগবে?,,"birth_and_death_registration_act_2004_ধারা_১৮_01,birth_and_death_registration_rules_2018_বিধি_২২_01,know_this_01_cleaned_002_01,bdris_faq_01_q03,bdris_faq_01_q13",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,hybrid_rrf,bdreg_q20_out_of_context_driving_license,out_of_context,out_of_context,ড্রাইভিং লাইসেন্স নবায়ন করতে BRTA-তে কী কী লাগবে?,,"bdris_faq_01_q03,bdris_faq_01_q13,birth_and_death_registration_rules_2018_বিধি_২২_01,bdris_faq_01_q12,bdris_faq_01_q01",0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q20_out_of_context_driving_license,out_of_context,out_of_context,ড্রাইভিং লাইসেন্স নবায়ন করতে BRTA-তে কী কী লাগবে?,,"birth_and_death_registration_fees_cleaned_fee_row_06,notice_birth_and_death_registration_certificate_correction_steps_ocr_003_01,birth_registration_application_process_cleaned_017_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_002_01,birth_registration_application_process_02_cleaned_007_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0
